country_code,date,indicator_value,country_id,country_value,gdp
CSS,2018,GDP per capita (current US$),S3,Caribbean small states,"$10,353.12"
CSS,2017,GDP per capita (current US$),S3,Caribbean small states,"$10,075.83"
CSS,2016,GDP per capita (current US$),S3,Caribbean small states,"$9,781.01"
CSS,2015,GDP per capita (current US$),S3,Caribbean small states,"$10,473.83"
CSS,2014,GDP per capita (current US$),S3,Caribbean small states,"$10,711.78"
CSS,2013,GDP per capita (current US$),S3,Caribbean small states,"$10,542.79"
CSS,2012,GDP per capita (current US$),S3,Caribbean small states,"$10,417.94"
CSS,2011,GDP per capita (current US$),S3,Caribbean small states,"$9,948.84"
CSS,2010,GDP per capita (current US$),S3,Caribbean small states,"$9,271.77"
CSS,2009,GDP per capita (current US$),S3,Caribbean small states,"$8,592.55"
CSS,2008,GDP per capita (current US$),S3,Caribbean small states,"$10,222.73"
CSS,2007,GDP per capita (current US$),S3,Caribbean small states,"$9,053.25"
CSS,2006,GDP per capita (current US$),S3,Caribbean small states,"$8,192.98"
CSS,2005,GDP per capita (current US$),S3,Caribbean small states,"$7,248.41"
CSS,2004,GDP per capita (current US$),S3,Caribbean small states,"$6,453.14"
CSS,2003,GDP per capita (current US$),S3,Caribbean small states,"$5,938.53"
CSS,2002,GDP per capita (current US$),S3,Caribbean small states,"$5,594.32"
CSS,2001,GDP per capita (current US$),S3,Caribbean small states,"$5,368.47"
CSS,2000,GDP per capita (current US$),S3,Caribbean small states,"$5,246.60"
CSS,1999,GDP per capita (current US$),S3,Caribbean small states,"$4,925.01"
CSS,1998,GDP per capita (current US$),S3,Caribbean small states,"$4,681.02"
CSS,1997,GDP per capita (current US$),S3,Caribbean small states,"$4,418.65"
CSS,1996,GDP per capita (current US$),S3,Caribbean small states,"$3,809.58"
CSS,1995,GDP per capita (current US$),S3,Caribbean small states,"$3,524.14"
CSS,1994,GDP per capita (current US$),S3,Caribbean small states,"$3,226.77"
CSS,1993,GDP per capita (current US$),S3,Caribbean small states,"$3,097.29"
CSS,1992,GDP per capita (current US$),S3,Caribbean small states,"$2,885.10"
CSS,1991,GDP per capita (current US$),S3,Caribbean small states,"$2,956.09"
CSS,1990,GDP per capita (current US$),S3,Caribbean small states,"$2,995.97"
CSS,1989,GDP per capita (current US$),S3,Caribbean small states,"$2,802.63"
CSS,1988,GDP per capita (current US$),S3,Caribbean small states,"$2,752.31"
CSS,1987,GDP per capita (current US$),S3,Caribbean small states,"$2,613.34"
CSS,1986,GDP per capita (current US$),S3,Caribbean small states,"$2,450.00"
CSS,1985,GDP per capita (current US$),S3,Caribbean small states,"$2,707.10"
CSS,1984,GDP per capita (current US$),S3,Caribbean small states,"$2,762.38"
CSS,1983,GDP per capita (current US$),S3,Caribbean small states,"$2,921.94"
CSS,1982,GDP per capita (current US$),S3,Caribbean small states,"$2,915.12"
CSS,1981,GDP per capita (current US$),S3,Caribbean small states,"$2,656.81"
CSS,1980,GDP per capita (current US$),S3,Caribbean small states,"$2,434.18"
CSS,1979,GDP per capita (current US$),S3,Caribbean small states,"$1,974.77"
CSS,1978,GDP per capita (current US$),S3,Caribbean small states,"$1,736.61"
CSS,1977,GDP per capita (current US$),S3,Caribbean small states,"$1,712.86"
CSS,1976,GDP per capita (current US$),S3,Caribbean small states,"$1,490.36"
CSS,1975,GDP per capita (current US$),S3,Caribbean small states,"$1,463.39"
CSS,1974,GDP per capita (current US$),S3,Caribbean small states,"$1,266.21"
CSS,1973,GDP per capita (current US$),S3,Caribbean small states,$985.66
CSS,1972,GDP per capita (current US$),S3,Caribbean small states,$911.44
CSS,1971,GDP per capita (current US$),S3,Caribbean small states,$799.70
CSS,1970,GDP per capita (current US$),S3,Caribbean small states,$746.02
CSS,1969,GDP per capita (current US$),S3,Caribbean small states,$687.92
CSS,1968,GDP per capita (current US$),S3,Caribbean small states,$640.55
CSS,1967,GDP per capita (current US$),S3,Caribbean small states,$654.12
CSS,1966,GDP per capita (current US$),S3,Caribbean small states,$618.49
CSS,1965,GDP per capita (current US$),S3,Caribbean small states,$578.94
CSS,1964,GDP per capita (current US$),S3,Caribbean small states,$546.45
CSS,1963,GDP per capita (current US$),S3,Caribbean small states,$515.42
CSS,1962,GDP per capita (current US$),S3,Caribbean small states,$493.29
CSS,1961,GDP per capita (current US$),S3,Caribbean small states,$475.19
CSS,1960,GDP per capita (current US$),S3,Caribbean small states,$446.72
CEB,2021,GDP per capita (current US$),B8,Central Europe and the Baltics,"$18,751.03"
CEB,2020,GDP per capita (current US$),B8,Central Europe and the Baltics,"$16,293.80"
CEB,2019,GDP per capita (current US$),B8,Central Europe and the Baltics,"$16,358.47"
CEB,2018,GDP per capita (current US$),B8,Central Europe and the Baltics,"$16,086.32"
CEB,2017,GDP per capita (current US$),B8,Central Europe and the Baltics,"$14,224.86"
CEB,2016,GDP per capita (current US$),B8,Central Europe and the Baltics,"$12,781.93"
CEB,2015,GDP per capita (current US$),B8,Central Europe and the Baltics,"$12,520.34"
CEB,2014,GDP per capita (current US$),B8,Central Europe and the Baltics,"$14,132.77"
CEB,2013,GDP per capita (current US$),B8,Central Europe and the Baltics,"$13,662.24"
CEB,2012,GDP per capita (current US$),B8,Central Europe and the Baltics,"$13,075.73"
CEB,2011,GDP per capita (current US$),B8,Central Europe and the Baltics,"$13,970.07"
CEB,2010,GDP per capita (current US$),B8,Central Europe and the Baltics,"$12,624.85"
CEB,2009,GDP per capita (current US$),B8,Central Europe and the Baltics,"$12,319.52"
CEB,2008,GDP per capita (current US$),B8,Central Europe and the Baltics,"$14,601.09"
CEB,2007,GDP per capita (current US$),B8,Central Europe and the Baltics,"$12,022.27"
CEB,2006,GDP per capita (current US$),B8,Central Europe and the Baltics,"$9,482.09"
CEB,2005,GDP per capita (current US$),B8,Central Europe and the Baltics,"$8,363.48"
CEB,2004,GDP per capita (current US$),B8,Central Europe and the Baltics,"$7,178.02"
CEB,2003,GDP per capita (current US$),B8,Central Europe and the Baltics,"$5,947.62"
CEB,2002,GDP per capita (current US$),B8,Central Europe and the Baltics,"$4,940.21"
CEB,2001,GDP per capita (current US$),B8,Central Europe and the Baltics,"$4,354.55"
CEB,2000,GDP per capita (current US$),B8,Central Europe and the Baltics,"$3,949.14"
CEB,1999,GDP per capita (current US$),B8,Central Europe and the Baltics,"$3,987.90"
CEB,1998,GDP per capita (current US$),B8,Central Europe and the Baltics,"$4,107.89"
CEB,1997,GDP per capita (current US$),B8,Central Europe and the Baltics,"$3,747.19"
CEB,1996,GDP per capita (current US$),B8,Central Europe and the Baltics,"$3,795.19"
CEB,1995,GDP per capita (current US$),B8,Central Europe and the Baltics,"$3,579.69"
CEB,1994,GDP per capita (current US$),B8,Central Europe and the Baltics,"$2,825.71"
CEB,1993,GDP per capita (current US$),B8,Central Europe and the Baltics,"$2,490.55"
CEB,1992,GDP per capita (current US$),B8,Central Europe and the Baltics,"$2,360.51"
CEB,1991,GDP per capita (current US$),B8,Central Europe and the Baltics,"$2,196.84"
CEB,1990,GDP per capita (current US$),B8,Central Europe and the Baltics,"$2,314.26"
CEB,1989,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1988,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1987,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1986,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1985,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1984,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1983,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1982,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1981,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1980,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1979,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1978,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1977,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1976,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1975,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1974,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1973,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1972,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1971,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1970,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1969,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1968,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1967,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1966,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1965,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1964,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1963,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1962,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1961,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
CEB,1960,GDP per capita (current US$),B8,Central Europe and the Baltics,$nan
EAR,2021,GDP per capita (current US$),V2,Early-demographic dividend,"$3,703.90"
EAR,2020,GDP per capita (current US$),V2,Early-demographic dividend,"$3,215.09"
EAR,2019,GDP per capita (current US$),V2,Early-demographic dividend,"$3,489.17"
EAR,2018,GDP per capita (current US$),V2,Early-demographic dividend,"$3,467.18"
EAR,2017,GDP per capita (current US$),V2,Early-demographic dividend,"$3,472.70"
EAR,2016,GDP per capita (current US$),V2,Early-demographic dividend,"$3,257.90"
EAR,2015,GDP per capita (current US$),V2,Early-demographic dividend,"$3,199.52"
EAR,2014,GDP per capita (current US$),V2,Early-demographic dividend,"$3,411.10"
EAR,2013,GDP per capita (current US$),V2,Early-demographic dividend,"$3,344.66"
EAR,2012,GDP per capita (current US$),V2,Early-demographic dividend,"$3,346.11"
EAR,2011,GDP per capita (current US$),V2,Early-demographic dividend,"$3,248.91"
EAR,2010,GDP per capita (current US$),V2,Early-demographic dividend,"$2,988.45"
EAR,2009,GDP per capita (current US$),V2,Early-demographic dividend,"$2,502.90"
EAR,2008,GDP per capita (current US$),V2,Early-demographic dividend,"$2,632.78"
EAR,2007,GDP per capita (current US$),V2,Early-demographic dividend,"$2,370.96"
EAR,2006,GDP per capita (current US$),V2,Early-demographic dividend,"$2,036.20"
EAR,2005,GDP per capita (current US$),V2,Early-demographic dividend,"$1,809.90"
EAR,2004,GDP per capita (current US$),V2,Early-demographic dividend,"$1,577.92"
EAR,2003,GDP per capita (current US$),V2,Early-demographic dividend,"$1,378.31"
EAR,2002,GDP per capita (current US$),V2,Early-demographic dividend,"$1,259.72"
EAR,2001,GDP per capita (current US$),V2,Early-demographic dividend,"$1,318.62"
EAR,2000,GDP per capita (current US$),V2,Early-demographic dividend,"$1,354.98"
EAR,1999,GDP per capita (current US$),V2,Early-demographic dividend,"$1,268.95"
EAR,1998,GDP per capita (current US$),V2,Early-demographic dividend,"$1,222.51"
EAR,1997,GDP per capita (current US$),V2,Early-demographic dividend,"$1,264.18"
EAR,1996,GDP per capita (current US$),V2,Early-demographic dividend,"$1,206.55"
EAR,1995,GDP per capita (current US$),V2,Early-demographic dividend,"$1,129.44"
EAR,1994,GDP per capita (current US$),V2,Early-demographic dividend,"$1,123.66"
EAR,1993,GDP per capita (current US$),V2,Early-demographic dividend,"$1,090.21"
EAR,1992,GDP per capita (current US$),V2,Early-demographic dividend,"$1,013.20"
EAR,1991,GDP per capita (current US$),V2,Early-demographic dividend,$941.57
EAR,1990,GDP per capita (current US$),V2,Early-demographic dividend,$911.32
EAR,1989,GDP per capita (current US$),V2,Early-demographic dividend,$795.47
EAR,1988,GDP per capita (current US$),V2,Early-demographic dividend,$798.81
EAR,1987,GDP per capita (current US$),V2,Early-demographic dividend,$779.11
EAR,1986,GDP per capita (current US$),V2,Early-demographic dividend,$792.07
EAR,1985,GDP per capita (current US$),V2,Early-demographic dividend,$804.60
EAR,1984,GDP per capita (current US$),V2,Early-demographic dividend,$802.35
EAR,1983,GDP per capita (current US$),V2,Early-demographic dividend,$828.64
EAR,1982,GDP per capita (current US$),V2,Early-demographic dividend,$843.43
EAR,1981,GDP per capita (current US$),V2,Early-demographic dividend,$909.40
EAR,1980,GDP per capita (current US$),V2,Early-demographic dividend,$835.02
EAR,1979,GDP per capita (current US$),V2,Early-demographic dividend,$687.92
EAR,1978,GDP per capita (current US$),V2,Early-demographic dividend,$579.80
EAR,1977,GDP per capita (current US$),V2,Early-demographic dividend,$534.97
EAR,1976,GDP per capita (current US$),V2,Early-demographic dividend,$490.36
EAR,1975,GDP per capita (current US$),V2,Early-demographic dividend,$460.03
EAR,1974,GDP per capita (current US$),V2,Early-demographic dividend,$438.42
EAR,1973,GDP per capita (current US$),V2,Early-demographic dividend,$321.16
EAR,1972,GDP per capita (current US$),V2,Early-demographic dividend,$257.56
EAR,1971,GDP per capita (current US$),V2,Early-demographic dividend,$241.26
EAR,1970,GDP per capita (current US$),V2,Early-demographic dividend,$228.18
EAR,1969,GDP per capita (current US$),V2,Early-demographic dividend,$221.04
EAR,1968,GDP per capita (current US$),V2,Early-demographic dividend,$203.07
EAR,1967,GDP per capita (current US$),V2,Early-demographic dividend,$192.12
EAR,1966,GDP per capita (current US$),V2,Early-demographic dividend,$187.34
EAR,1965,GDP per capita (current US$),V2,Early-demographic dividend,$194.38
EAR,1964,GDP per capita (current US$),V2,Early-demographic dividend,$183.96
EAR,1963,GDP per capita (current US$),V2,Early-demographic dividend,$164.72
EAR,1962,GDP per capita (current US$),V2,Early-demographic dividend,$159.25
